TargetName,HUGOSymbol,TargetGroup,AnalyteType,Codeclass,Pooling,CorrelationToNegatives,GlobalOutliers
MICALL1,MICALL1,All Probes;plasma membrane organization;vesicle-mediated transport to the plasma membrane;endocytic recycling,RNA,Endogenous,01,0.948050817,0
MICALL2,MICALL2,All Probes;regulation of protein targeting;substrate adhesion-dependent cell spreading;endocytic recycling;actin cytoskeleton reorganization;tight junction organization;protein polymerization,RNA,Endogenous,01,0.949612735,0
MICB,MICB,All Probes;positive regulation of adaptive immune response;regulation of defense response to virus;negative regulation of response to biotic stimulus;positive regulation of lymphocyte mediated immunity;regulation of cell killing,RNA,Endogenous,01,0.902046388,0
MICOS10,MICOS10,All Probes,RNA,Endogenous,01,0.964491914,0
MICOS13,MICOS13,All Probes;inner mitochondrial membrane organization,RNA,Endogenous,01,0.935580884,0
MICU1,MICU1,All Probes;mitochondrial calcium ion homeostasis;mitochondrial transmembrane transport;mitochondrial calcium ion transmembrane transport;cytosolic calcium ion transport,RNA,Endogenous,01,0.916158216,0
MICU2,MICU2,All Probes;mitochondrial calcium ion homeostasis;mitochondrial transmembrane transport;mitochondrial calcium ion transmembrane transport;cytosolic calcium ion transport,RNA,Endogenous,01,0.942649761,0
MICU3,MICU3,All Probes;mitochondrial calcium ion transmembrane transport,RNA,Endogenous,01,0.951370009,0
MID1,MID1,All Probes;regulation of protein depolymerization;regulation of microtubule polymerization or depolymerization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.95533672,0
MID1IP1,MID1IP1,All Probes;negative regulation of protein complex disassembly;regulation of protein depolymerization;regulation of fatty acid metabolic process;fatty acid transport;mitochondrial transmembrane transport;regulation of microtubule polymerization or depolymerization;protein polymerization,RNA,Endogenous,01,0.955458443,0
MID2,MID2,All Probes;negative regulation of viral process;regulation of viral transcription,RNA,Endogenous,01,0.946638502,0
MIDN,MIDN,All Probes;negative regulation of hormone secretion,RNA,Endogenous,01,0.93663387,0
MIEF1,MIEF1,All Probes;regulation of protein targeting;regulation of mitochondrial fission;organelle fusion;organelle fission,RNA,Endogenous,01,0.973901229,0
MIEF2,MIEF2,All Probes;regulation of protein targeting;regulation of mitochondrial fission;organelle fusion,RNA,Endogenous,01,0.95865692,0
MIEN1,MIEN1,All Probes;positive regulation of plasma membrane bounded cell projection assembly,RNA,Endogenous,01,0.95086066,0
MIER1,MIER1,All Probes;macromolecule deacylation,RNA,Endogenous,01,0.948442367,0
MIER2,MIER2,All Probes;macromolecule deacylation,RNA,Endogenous,01,0.920125331,0
MIER3,MIER3,All Probes;macromolecule deacylation,RNA,Endogenous,01,0.95796487,0
MIF,MIF,All Probes;fatty acid biosynthetic process;positive regulation of peptidyl-serine phosphorylation;icosanoid metabolic process;cell aging;regulation of lipopolysaccharide-mediated signaling pathway;regulation of macrophage activation;signal transduction in response to DNA damage;negative regulation of cell cycle arrest;regulation of cytokine production involved in immune response;regulation of cell aging;regulation of macrophage migration;positive regulation of production of molecular mediator of immune response;positive regulation of tumor necrosis factor superfamily cytokine production;regulation of anion transport;unsaturated fatty acid metabolic process;regulation of fibroblast proliferation;fatty acid derivative biosynthetic process;positive regulation of lipid localization;negative regulation of intrinsic apoptotic signaling pathway;interleukin-12-mediated signaling pathway;protein trimerization;regulation of leukocyte apoptotic process,RNA,Endogenous,01,0.974170567,0
MIF4GD,MIF4GD,All Probes;regulation of translational initiation,RNA,Endogenous,01,0.95519314,0
MIGA1,MIGA1,All Probes;organelle fusion,RNA,Endogenous,01,0.957285036,0
MIGA2,MIGA2,All Probes;bone development;organelle fusion,RNA,Endogenous,01,0.95337712,0
MIIP,MIIP,All Probes;negative regulation of cell cycle G2/M phase transition,RNA,Endogenous,01,0.952192598,0
MILR1,MILR1,All Probes;lysosome localization,RNA,Endogenous,01,0.924574243,0
MINAR1,MINAR1,All Probes;negative regulation of protein modification by small protein conjugation or removal;regulation of TOR signaling,RNA,Endogenous,01,0.948479701,0
MINAR2,MINAR2,All Probes,RNA,Endogenous,01,0.960953775,0
MINDY1,MINDY1,All Probes,RNA,Endogenous,01,0.965928762,0
MINDY2,MINDY2,All Probes,RNA,Endogenous,01,0.865617094,0
MINDY3,MINDY3,All Probes,RNA,Endogenous,01,0.945766496,0
MINDY4,MINDY4,All Probes,RNA,Endogenous,01,0.953987427,0
MINDY4B,MINDY4B,All Probes,RNA,Endogenous,01,0.941361901,0
MINK1,MINK1,All Probes;regulation of p38MAPK cascade;stress-activated protein kinase signaling cascade;regulation of glutamate receptor signaling pathway;actin cytoskeleton reorganization;regulation of neurotransmitter receptor activity,RNA,Endogenous,01,0.957097629,0
MINPP1,MINPP1,All Probes;inositol phosphate metabolic process;biomineral tissue development,RNA,Endogenous,01,0.968399545,0
MIOS,MIOS,All Probes;regulation of TOR signaling,RNA,Endogenous,01,0.964134417,0
MIOX,MIOX,All Probes;inositol phosphate metabolic process;organic hydroxy compound catabolic process;cellular carbohydrate catabolic process,RNA,Endogenous,01,0.570497063,0
MIP,MIP,All Probes;lens development in camera-type eye;protein homotetramerization;fluid transport,RNA,Endogenous,01,0.947585051,0
MIPEP,MIPEP,All Probes,RNA,Endogenous,01,0.946006622,0
MIPOL1,MIPOL1,All Probes,RNA,Endogenous,01,0.967222706,0
MIS12,MIS12,All Probes;protein localization to chromosome,RNA,Endogenous,01,0.954718741,0
MIS18A,MIS18A,All Probes;chromatin assembly or disassembly;ATP-dependent chromatin remodeling,RNA,Endogenous,01,0.935044629,0
MIS18BP1,MIS18BP1,All Probes;chromatin assembly or disassembly;ATP-dependent chromatin remodeling,RNA,Endogenous,01,0.948802662,0
MISP,MISP,All Probes;mitotic spindle organization;spindle assembly,RNA,Endogenous,01,0.972018467,0
MISP3,MISP3,All Probes,RNA,Endogenous,01,0.958313399,0
MITD1,MITD1,All Probes;multivesicular body sorting pathway;negative regulation of protein binding;cytoskeleton-dependent cytokinesis,RNA,Endogenous,01,0.967852988,0
MITF,MITF,All Probes;canonical Wnt signaling pathway;eye development;melanocyte differentiation;myeloid leukocyte differentiation;tissue remodeling;regulation of osteoclast differentiation,RNA,Endogenous,01,0.953112476,0
MIXL1,MIXL1,All Probes;regulation of hematopoietic progenitor cell differentiation;hematopoietic progenitor cell differentiation,RNA,Endogenous,01,0.968266967,0
MKI67,MKI67,All Probes;regulation of chromosome segregation,RNA,Endogenous,01,0.943260268,0
MKKS,MKKS,All Probes;spermatid development;smooth muscle contraction;negative regulation of protein polymerization;cartilage development;regulation of actin filament bundle assembly;regulation of multicellular organism growth;specification of symmetry;photoreceptor cell maintenance;regulation of appetite;negative regulation of GTPase activity;fat cell differentiation;detection of mechanical stimulus;multi-organism behavior;hippocampus development;vesicle localization,RNA,Endogenous,01,0.939935153,0
MKLN1,MKLN1,All Probes;actin cytoskeleton reorganization;regulation of receptor-mediated endocytosis,RNA,Endogenous,01,0.964507462,0
MKNK1,MKNK1,All Probes,RNA,Endogenous,01,0.930244236,0
MKNK2,MKNK2,All Probes;hemopoiesis;extrinsic apoptotic signaling pathway,RNA,Endogenous,01,0.958489327,0
MKRN1,MKRN1,All Probes,RNA,Endogenous,01,0.884953334,0
MKRN2,MKRN2,All Probes,RNA,Endogenous,01,0.944404207,0
MKRN2OS,MKRN2OS,All Probes,RNA,Endogenous,01,0.962465909,0
MKRN3,MKRN3,All Probes,RNA,Endogenous,01,0.913411974,0
MKS1,MKS1,All Probes;tube closure;regulation of non-canonical Wnt signaling pathway;smoothened signaling pathway;motile cilium assembly;embryonic skeletal system development;specification of symmetry;regulation of smoothened signaling pathway;embryonic digit morphogenesis;ciliary basal body-plasma membrane docking,RNA,Endogenous,01,0.964602793,0
MKX,MKX,All Probes,RNA,Endogenous,01,0.955233915,0
MLANA,MLANA,All Probes,RNA,Endogenous,01,0.951869836,0
MLC1,MLC1,All Probes;cellular response to alcohol,RNA,Endogenous,01,0.897161178,0
MLEC,MLEC,All Probes,RNA,Endogenous,01,0.951349845,0
MLF1,MLF1,All Probes;hematopoietic progenitor cell differentiation,RNA,Endogenous,01,0.950967619,0
MLF2,MLF2,All Probes,RNA,Endogenous,01,0.932196487,0
MLH1,MLH1,All Probes;female gamete generation;positive regulation of adaptive immune response;intrinsic apoptotic signaling pathway in response to DNA damage;positive regulation of production of molecular mediator of immune response;meiosis I cell cycle process;positive regulation of lymphocyte mediated immunity;chromosome organization involved in meiotic cell cycle;regulation of DNA recombination;lymphocyte activation involved in immune response;somatic diversification of immune receptors,RNA,Endogenous,01,0.958620042,0
MLH3,MLH3,All Probes;meiosis I cell cycle process;homologous recombination;chromosome organization involved in meiotic cell cycle;organelle fission,RNA,Endogenous,01,0.966794905,0
MLIP,MLIP,All Probes;regulation of muscle adaptation,RNA,Endogenous,01,0.938563815,0
MLKL,MLKL,All Probes;protein trimerization,RNA,Endogenous,01,0.945049812,0
MLLT1,MLLT1,"All Probes;DNA-templated transcription, elongation",RNA,Endogenous,01,0.932837804,0
MLLT10,MLLT10,All Probes,RNA,Endogenous,01,0.962691156,0
MLLT11,MLLT11,All Probes;regulation of release of cytochrome c from mitochondria;regulation of mitochondrial membrane potential;extrinsic apoptotic signaling pathway,RNA,Endogenous,01,0.937620679,0
MLLT3,MLLT3,"All Probes;DNA-templated transcription, elongation;regulation of non-canonical Wnt signaling pathway",RNA,Endogenous,01,0.925105188,0
MLLT6,MLLT6,All Probes;regulation of histone methylation;excretion;regulation of sodium ion transport;renal system process,RNA,Endogenous,01,0.892217921,0
MLN,MLN,All Probes,RNA,Endogenous,01,0.969950464,0
MLNR,MLNR,All Probes,RNA,Endogenous,01,0.661537559,0
MLPH,MLPH,All Probes;vesicle localization,RNA,Endogenous,01,0.927369387,0
MLST8,MLST8,All Probes;regulation of cellular response to heat;regulation of TOR signaling;positive regulation of actin filament polymerization,RNA,Endogenous,01,0.955529039,0
MLX,MLX,All Probes,RNA,Endogenous,01,0.969070329,0
MLXIP,MLXIP,All Probes,RNA,Endogenous,01,0.935357112,0
MLXIPL,MLXIPL,All Probes;regulation of carbohydrate catabolic process;regulation of fatty acid metabolic process;anion homeostasis;negative regulation of cell cycle arrest,RNA,Endogenous,01,0.873301181,0
MLYCD,MLYCD,All Probes;sulfur compound catabolic process;ribonucleoside bisphosphate biosynthetic process;lipid oxidation;fatty acid biosynthetic process;regulation of lipid catabolic process;regulation of fatty acid metabolic process;nucleobase-containing small molecule biosynthetic process;peroxisome organization;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.876339794,0
MMAA,MMAA,All Probes;water-soluble vitamin metabolic process;tetrapyrrole metabolic process;fatty acid catabolic process,RNA,Endogenous,01,0.970963799,0
MMAB,MMAB,All Probes;water-soluble vitamin metabolic process;tetrapyrrole metabolic process,RNA,Endogenous,01,0.967687811,0
MMACHC,MMACHC,All Probes;water-soluble vitamin metabolic process;glutathione metabolic process;tetrapyrrole metabolic process,RNA,Endogenous,01,0.961635622,0
MMADHC,MMADHC,All Probes;water-soluble vitamin metabolic process;tetrapyrrole metabolic process,RNA,Endogenous,01,0.949038155,0
MMD,MMD,All Probes,RNA,Endogenous,01,0.950574123,0
MMD2,MMD2,All Probes;positive regulation of small GTPase mediated signal transduction,RNA,Endogenous,01,0.97060938,0
MME,MME,All Probes;placenta development;peptide hormone processing;cellular response to light stimulus;cell aging;lung development,RNA,Endogenous,01,0.315946486,0
MMEL1,MMEL1,All Probes,RNA,Endogenous,01,0.967064429,0
MMGT1,MMGT1,All Probes;iron ion transport,RNA,Endogenous,01,0.947784888,0
MMP1,MMP1,All Probes;extracellular matrix disassembly;collagen metabolic process,RNA,Endogenous,01,0.918113721,0
MMP10,MMP10,All Probes;extracellular matrix disassembly;collagen metabolic process,RNA,Endogenous,01,0.949630601,0
MMP11,MMP11,All Probes;extracellular matrix disassembly;negative regulation of fat cell differentiation;collagen fibril organization;collagen metabolic process,RNA,Endogenous,01,0.961915431,0
MMP12,MMP12,All Probes;extracellular matrix disassembly;regulation of defense response to virus;positive regulation of response to cytokine stimulus;negative regulation of response to biotic stimulus;collagen metabolic process;cellular response to virus;positive regulation of type I interferon production;protein import into nucleus;negative regulation of response to cytokine stimulus;negative regulation of cell-substrate adhesion,RNA,Endogenous,01,0.954128111,0
MMP13,MMP13,All Probes;extracellular matrix disassembly;bone morphogenesis;cartilage development;collagen metabolic process;biomineral tissue development,RNA,Endogenous,01,0.917132029,0
MMP14,MMP14,All Probes;embryonic skeletal system morphogenesis;extracellular matrix disassembly;regulation of cell junction assembly;regulation of protein maturation;positive regulation of muscle cell differentiation;collagen metabolic process;regulation of macrophage migration;regulation of myotube differentiation;epithelial cell proliferation;lung development;ovarian follicle development;regulation of Notch signaling pathway;male gonad development;response to estrogen;negative regulation of cell-substrate adhesion;tissue remodeling;regulation of protein localization to plasma membrane;positive regulation of lymphocyte differentiation,RNA,Endogenous,01,0.734026025,0
MMP15,MMP15,All Probes;extracellular matrix disassembly;collagen metabolic process,RNA,Endogenous,01,0.964428119,0
MMP16,MMP16,All Probes;extracellular matrix disassembly;embryonic skeletal system morphogenesis;collagen metabolic process,RNA,Endogenous,01,0.95915777,0
MMP17,MMP17,All Probes;collagen metabolic process;feeding behavior,RNA,Endogenous,01,0.923484664,0
MMP19,MMP19,All Probes;extracellular matrix disassembly;ovarian follicle development;collagen metabolic process,RNA,Endogenous,01,0.942151929,0
MMP2,MMP2,All Probes;face morphogenesis;extracellular matrix disassembly;positive regulation of smooth muscle cell proliferation;collagen metabolic process;ephrin receptor signaling pathway;embryo implantation;tissue remodeling,RNA,Endogenous,01,0.951054023,0
MMP20,MMP20,All Probes;extracellular matrix disassembly;odontogenesis of dentin-containing tooth;regulation of biomineral tissue development;collagen metabolic process;regulation of odontogenesis,RNA,Endogenous,01,0.96472512,0
MMP21,MMP21,All Probes;hematopoietic progenitor cell differentiation;specification of symmetry;collagen metabolic process,RNA,Endogenous,01,0.916421925,0
MMP23B,MMP23B,All Probes;collagen metabolic process,RNA,Endogenous,01,0.87753625,0
MMP24,MMP24,All Probes;detection of stimulus involved in sensory perception of pain;glial cell differentiation;collagen metabolic process,RNA,Endogenous,01,0.962400465,0
MMP24OS,MMP24OS,All Probes,RNA,Endogenous,01,0.964067779,0
MMP25,MMP25,All Probes;collagen metabolic process,RNA,Endogenous,01,0.945820195,0
MMP26,MMP26,All Probes;collagen metabolic process,RNA,Endogenous,01,0.955047654,0
MMP27,MMP27,All Probes;collagen metabolic process,RNA,Endogenous,01,0.949575398,0
MMP28,MMP28,All Probes;regulation of macrophage migration;collagen metabolic process,RNA,Endogenous,01,0.907508517,0
MMP3,MMP3,All Probes;extracellular matrix disassembly;collagen metabolic process;regulation of neuroinflammatory response;response to bronchodilator;regulation of response to oxidative stress,RNA,Endogenous,01,0.945660101,0
MMP7,MMP7,All Probes;maternal process involved in female pregnancy;extracellular matrix disassembly;collagen metabolic process;cellular response to mechanical stimulus,RNA,Endogenous,01,0.536433347,0
MMP8,MMP8,All Probes;extracellular matrix disassembly;positive regulation of tumor necrosis factor superfamily cytokine production;regulation of macrophage activation;collagen metabolic process;regulation of neuroinflammatory response;positive regulation of NIK/NF-kappaB signaling;positive regulation of interleukin-6 production,RNA,Endogenous,01,0.942104704,0
MMP9,MMP9,All Probes;extracellular matrix disassembly;positive regulation of smooth muscle cell proliferation;regulation of release of cytochrome c from mitochondria;collagen metabolic process;ephrin receptor signaling pathway;negative regulation of intrinsic apoptotic signaling pathway;embryo implantation;regulation of ERBB signaling pathway;positive regulation of protein binding;regulation of neuroinflammatory response;myeloid leukocyte differentiation;response to cadmium ion;negative regulation of cysteine-type endopeptidase activity;negative regulation of transporter activity,RNA,Endogenous,01,0.943339116,0
MMRN1,MMRN1,All Probes,RNA,Endogenous,01,0.948370986,0
MMRN2,MMRN2,All Probes;negative regulation of epithelial cell migration;epithelial cell migration;regulation of sprouting angiogenesis,RNA,Endogenous,01,0.915115634,0
MMS19,MMS19,All Probes;iron-sulfur cluster assembly;regulation of DNA recombination;regulation of double-strand break repair;positive regulation of response to DNA damage stimulus;nucleotide-excision repair,RNA,Endogenous,01,0.956264384,0
MMS22L,MMS22L,All Probes;recombinational repair,RNA,Endogenous,01,0.936491318,0
MMUT,MMUT,All Probes;water-soluble vitamin metabolic process;tetrapyrrole metabolic process;post-embryonic development;fatty acid catabolic process,RNA,Endogenous,01,0.938713127,0
MN1,MN1,All Probes,RNA,Endogenous,01,0.917708964,0
MNAT1,MNAT1,"All Probes;cell cycle G1/S phase transition;DNA-templated transcription, elongation;positive regulation of smooth muscle cell proliferation;7-methylguanosine RNA capping;DNA-templated transcription, termination;regulation of cyclin-dependent protein kinase activity;regulation of ATPase activity;nucleotide-excision repair",RNA,Endogenous,01,0.946609949,0
MND1,MND1,All Probes;homologous recombination,RNA,Endogenous,01,0.950755458,0
MNDA,MNDA,All Probes;regulation of interleukin-1 production;cellular defense response,RNA,Endogenous,01,0.941087302,0
MNS1,MNS1,All Probes;axis specification;positive regulation of organelle assembly;positive regulation of plasma membrane bounded cell projection assembly;meiotic cell cycle;regulation of cilium assembly,RNA,Endogenous,01,0.949589254,0
MNT,MNT,All Probes;cell aging,RNA,Endogenous,01,0.953300159,0
MNX1,MNX1,All Probes;cell fate specification,RNA,Endogenous,01,0.886732312,0
MOAP1,MOAP1,All Probes;intrinsic apoptotic signaling pathway in response to DNA damage;regulation of release of cytochrome c from mitochondria;protein insertion into membrane;extrinsic apoptotic signaling pathway;protein localization to mitochondrion,RNA,Endogenous,01,0.96571366,0
MOB1A,MOB1A,All Probes;hippo signaling,RNA,Endogenous,01,0.939637359,0
MOB1B,MOB1B,All Probes;hippo signaling,RNA,Endogenous,01,0.945227958,0
MOB2,MOB2,All Probes,RNA,Endogenous,01,0.954881412,0
MOB3A,MOB3A,All Probes,RNA,Endogenous,01,0.933823095,0
MOB3B,MOB3B,All Probes,RNA,Endogenous,01,0.947807818,0
MOB3C,MOB3C,All Probes,RNA,Endogenous,01,0.952668618,0
MOB4,MOB4,All Probes,RNA,Endogenous,01,0.924342421,0
MOBP,MOBP,All Probes,RNA,Endogenous,01,0.950674919,0
MOCOS,MOCOS,All Probes,RNA,Endogenous,01,0.920554702,0
MOCS1,MOCS1,All Probes,RNA,Endogenous,01,0.94553808,0
MOCS2,MOCS2,All Probes,RNA,Endogenous,01,,
MOCS3,MOCS3,All Probes;tRNA modification,RNA,Endogenous,01,0.906671992,0
MOG,MOG,All Probes;entry into host cell,RNA,Endogenous,01,0.909975696,0
MOGAT1,MOGAT1,All Probes;neutral lipid metabolic process,RNA,Endogenous,01,0.940676347,0
MOGAT2,MOGAT2,All Probes;neutral lipid metabolic process;digestive system process,RNA,Endogenous,01,0.951929294,0
MOGAT3,MOGAT3,All Probes;neutral lipid metabolic process,RNA,Endogenous,01,0.961488041,0
MOGS,MOGS,All Probes;oligosaccharide metabolic process;protein N-linked glycosylation,RNA,Endogenous,01,0.971467378,0
MOK,MOK,All Probes,RNA,Endogenous,01,0.97459179,0
MON1A,MON1A,All Probes;protein localization to vacuole,RNA,Endogenous,01,0.970270556,0
MON1B,MON1B,All Probes;protein localization to vacuole,RNA,Endogenous,01,0.958396184,0
MON2,MON2,All Probes;post-Golgi vesicle-mediated transport,RNA,Endogenous,01,0.91054622,0
MORC1,MORC1,All Probes;multicellular organismal response to stress;DNA modification,RNA,Endogenous,01,0.967897435,0
MORC2,MORC2,"All Probes;negative regulation of viral process;regulation of viral genome replication;negative regulation of gene expression, epigenetic",RNA,Endogenous,01,0.94878556,0
MORC3,MORC3,All Probes;maintenance of location in cell;post-embryonic development;regulation of fibroblast proliferation;cell aging,RNA,Endogenous,01,0.952763733,0
MORC4,MORC4,All Probes,RNA,Endogenous,01,0.936145732,0
MORF4L1,MORF4L1,"All Probes;negative regulation of gene expression, epigenetic;macromolecule deacylation;recombinational repair",RNA,Endogenous,01,0.846636976,0
MORF4L2,MORF4L2,"All Probes;negative regulation of gene expression, epigenetic;macromolecule deacylation;positive regulation of muscle cell differentiation",RNA,Endogenous,01,0.935921501,0
MORN1,MORN1,All Probes,RNA,Endogenous,01,0.968713126,0
MORN2,MORN2,All Probes,RNA,Endogenous,01,0.955966375,0
MORN3,MORN3,All Probes,RNA,Endogenous,01,0.96797796,0
MORN4,MORN4,All Probes;response to axon injury,RNA,Endogenous,01,0.933410017,0
MORN5,MORN5,All Probes,RNA,Endogenous,01,0.951575876,0
MOS,MOS,All Probes;regulation of chromosome segregation;activation of MAPKK activity,RNA,Endogenous,01,0.935535946,0
MOSMO,MOSMO,All Probes;regulation of smoothened signaling pathway,RNA,Endogenous,01,0.925714298,0
MOSPD1,MOSPD1,All Probes,RNA,Endogenous,01,0.961565851,0
MOSPD2,MOSPD2,All Probes;positive regulation of leukocyte chemotaxis,RNA,Endogenous,01,0.939708068,0
MOSPD3,MOSPD3,All Probes,RNA,Endogenous,01,0.969840462,0
MOV10L1,MOV10L1,All Probes;meiosis I cell cycle process;DNA modification;gene silencing by RNA;organelle fission,RNA,Endogenous,01,0.953030948,0
MOXD1,MOXD1,All Probes;neurotransmitter metabolic process;phenol-containing compound metabolic process;amine metabolic process;organic hydroxy compound catabolic process,RNA,Endogenous,01,0.951270569,0
MPC1,MPC1,All Probes;acyl-CoA metabolic process;ribonucleoside bisphosphate biosynthetic process;cellular response to leukemia inhibitory factor;pyruvate metabolic process;mitochondrial transmembrane transport;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.821393325,0
MPC1L,MPC1L,All Probes;mitochondrial transmembrane transport,RNA,Endogenous,01,0.940205154,0
MPC2,MPC2,All Probes;acyl-CoA metabolic process;ribonucleoside bisphosphate biosynthetic process;pyruvate metabolic process;positive regulation of peptide hormone secretion;mitochondrial transmembrane transport;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.932143536,0
MPDU1,MPDU1,All Probes;oligosaccharide metabolic process,RNA,Endogenous,01,0.965889673,0
MPDZ,MPDZ,All Probes,RNA,Endogenous,01,0.946582034,0
MPEG1,MPEG1,All Probes;defense response to Gram-negative bacterium;defense response to Gram-positive bacterium,RNA,Endogenous,01,0.880746362,0
MPG,MPG,All Probes,RNA,Endogenous,01,0.955359529,0
MPHOSPH10,MPHOSPH10,All Probes;negative regulation of phosphatase activity,RNA,Endogenous,01,0.913703263,0
MPHOSPH6,MPHOSPH6,All Probes,RNA,Endogenous,01,0.95966862,0
MPHOSPH8,MPHOSPH8,"All Probes;negative regulation of viral process;regulation of viral genome replication;negative regulation of gene expression, epigenetic",RNA,Endogenous,01,0.944674062,0
MPHOSPH9,MPHOSPH9,All Probes,RNA,Endogenous,01,0.967531292,0
MPI,MPI,All Probes;glycoprotein biosynthetic process;nucleotide-sugar metabolic process,RNA,Endogenous,01,0.928564376,0
MPIG6B,MPIG6B,All Probes;integrin-mediated signaling pathway;erythrocyte differentiation;platelet activation;myeloid cell development,RNA,Endogenous,01,0.918089124,0
MPL,MPL,All Probes;leukocyte homeostasis;positive regulation of myeloid cell differentiation;chemokine-mediated signaling pathway;homotypic cell-cell adhesion,RNA,Endogenous,01,0.93984283,0
MPLKIP,MPLKIP,All Probes,RNA,Endogenous,01,0.958825221,0
MPND,MPND,All Probes,RNA,Endogenous,01,0.96905805,0
MPO,MPO,All Probes;cellular detoxification;response to food;antibiotic metabolic process;cell redox homeostasis,RNA,Endogenous,01,0.909202732,0
MPP1,MPP1,All Probes;nucleoside metabolic process;nucleoside monophosphate metabolic process,RNA,Endogenous,01,0.966830162,0
MPP2,MPP2,All Probes,RNA,Endogenous,01,0.949651011,0
MPP3,MPP3,All Probes,RNA,Endogenous,01,0.972071531,0
MPP4,MPP4,All Probes;protein localization to synapse,RNA,Endogenous,01,0.946389331,0
MPP5,MPP5,All Probes;cellular component assembly involved in morphogenesis;tight junction organization;establishment of cell polarity;plasma membrane organization,RNA,Endogenous,01,0.403182381,0
MPP6,MPP6,All Probes,RNA,Endogenous,01,0.944625751,0
MPP7,MPP7,All Probes;tight junction organization;establishment of cell polarity,RNA,Endogenous,01,0.950230891,0
MPPE1,MPPE1,All Probes;liposaccharide metabolic process;phosphatidylinositol biosynthetic process;protein lipidation,RNA,Endogenous,01,0.967382256,0
MPPED1,MPPED1,All Probes,RNA,Endogenous,01,0.945601364,0
MPPED2,MPPED2,All Probes,RNA,Endogenous,01,0.960341047,0
MPRIP,MPRIP,All Probes,RNA,Endogenous,01,0.879589392,0
MPST,MPST,All Probes;liver development;sulfur compound catabolic process;spinal cord development,RNA,Endogenous,01,0.957198454,0
MPV17,MPV17,All Probes;peroxisome organization,RNA,Endogenous,01,0.971036452,0
MPV17L,MPV17L,All Probes;regulation of membrane permeability;negative regulation of mitochondrion organization,RNA,Endogenous,01,0.944005208,0
MPV17L2,MPV17L2,All Probes;regulation of mitochondrial gene expression,RNA,Endogenous,01,0.939828603,0
MPZ,MPZ,All Probes;cell aggregation;axon ensheathment,RNA,Endogenous,01,0.956437698,0
MPZL1,MPZL1,All Probes,RNA,Endogenous,01,0.924183849,0
MPZL2,MPZL2,All Probes,RNA,Endogenous,01,0.956990159,0
MPZL3,MPZL3,All Probes,RNA,Endogenous,01,0.932730173,0
MR1,MR1,All Probes;cytokine production;defense response to Gram-negative bacterium;production of molecular mediator of immune response,RNA,Endogenous,01,0.800384459,0
MRAP,MRAP,All Probes;regulation of cAMP-mediated signaling;regulation of protein localization to plasma membrane;negative regulation of G protein-coupled receptor signaling pathway;negative regulation of protein localization to membrane,RNA,Endogenous,01,0.936437684,0
MRAP2,MRAP2,All Probes;negative regulation of protein localization to membrane;regulation of cAMP-mediated signaling;feeding behavior;regulation of protein localization to plasma membrane;negative regulation of G protein-coupled receptor signaling pathway,RNA,Endogenous,01,0.961824616,0
MRAS,MRAS,All Probes;cellular response to leukemia inhibitory factor,RNA,Endogenous,01,0.957946751,0
MRC1,MRC1,All Probes;response to interleukin-4;entry into host cell;cellular response to interferon-gamma,RNA,Endogenous,01,0.94748253,0
MRC2,MRC2,All Probes;osteoblast differentiation;collagen metabolic process,RNA,Endogenous,01,0.812885424,0
MRE11,MRE11,All Probes;meiosis I cell cycle process;mitotic cell cycle checkpoint;recombinational repair;DNA strand elongation;regulation of telomere maintenance;negative regulation of cell cycle G2/M phase transition;DNA biosynthetic process;chromosome organization involved in meiotic cell cycle;regulation of DNA recombination;positive regulation of type I interferon production;homologous recombination;sister chromatid cohesion;telomere maintenance;DNA duplex unwinding;DNA integrity checkpoint,RNA,Endogenous,01,0.944068225,0
MREG,MREG,All Probes;vesicle localization;melanocyte differentiation;organelle transport along microtubule,RNA,Endogenous,01,0.924906889,0
MRFAP1,MRFAP1,All Probes,RNA,Endogenous,01,0.848001869,0
MRFAP1L1,MRFAP1L1,All Probes,RNA,Endogenous,01,0.946273001,0
MRGBP,MRGBP,All Probes,RNA,Endogenous,01,0.959598601,0
MRGPRD,MRGPRD,All Probes,RNA,Endogenous,01,0.863755645,0
MRGPRE,MRGPRE,All Probes,RNA,Endogenous,01,0.854949868,0
MRGPRF,MRGPRF,All Probes,RNA,Endogenous,01,0.840024581,0
MRGPRG,MRGPRG,All Probes,RNA,Endogenous,01,0.780446181,0
MRGPRX1,MRGPRX1,All Probes;acute inflammatory response,RNA,Endogenous,01,0.842111903,0
MRGPRX2,MRGPRX2,All Probes;positive regulation of cell division;lysosome localization;regulation of cytokinesis,RNA,Endogenous,01,0.91268106,0
MRGPRX3,MRGPRX3,All Probes,RNA,Endogenous,01,0.946485461,0
MRGPRX4,MRGPRX4,All Probes,RNA,Endogenous,01,0.858918463,0
MRI1,MRI1,All Probes;cellular amino acid biosynthetic process,RNA,Endogenous,01,0.959788632,0
