"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"PDGFRB"	"anticorrelated"	"GO"	"0043407"	"negative regulation of MAP kinase activity "	"43/17829"	0.581395348837209	0.241180099837344	0.0452771311723448	1	2.41062736614386	"PPARG_HUMAN;DUS7_HUMAN;PTPRJ_HUMAN;UCHL1_HUMAN;BMP7_HUMAN;BMP2_HUMAN;ADIPO_HUMAN"	"7/1032"
"PDGFRB"	"anticorrelated"	"GO"	"1904315"	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential "	"32/17829"	0.484496124031008	0.179482864995232	0.0455243744506438	1	2.69940043604651	"GBRA2_HUMAN;GBRA3_HUMAN;GRID2_HUMAN;GRIA1_HUMAN;GBRD_HUMAN;GBRR1_HUMAN"	"6/1032"
"PDGFRB"	"anticorrelated"	"GO"	"0005887"	"integral component of plasma membrane "	"1284/17829"	8.72093023255814	7.2017499579337	0.0460612421135576	1	1.21094599000217	"PE2R1_HUMAN;PE2R3_HUMAN;PLXB3_HUMAN;RHBG_HUMAN;SEM6D_HUMAN;TMIG3_HUMAN;SEM3C_HUMAN;SSR5_HUMAN;TRPA1_HUMAN;S6A14_HUMAN;LRC38_HUMAN;GPER1_HUMAN;I17RB_HUMAN;GBRA2_HUMAN;GBRA3_HUMAN;GPR18_HUMAN;HRH1_HUMAN;NRCAM_HUMAN;CASR_HUMAN;NCMAP_HUMAN;FSHR_HUMAN;MSRE_HUMAN;NLGN1_HUMAN;LRC52_HUMAN;HYAS1_HUMAN;CAHM1_HUMAN;MET_HUMAN;EREG_HUMAN;ERBB2_HUMAN;GLPC_HUMAN;GUC2F_HUMAN;KIRR1_HUMAN;GRID2_HUMAN;LCAP_HUMAN;GRM5_HUMAN;GTR2_HUMAN;ENTP1_HUMAN;GNRHR_HUMAN;DLL1_HUMAN;MMP14_HUMAN;PLM_HUMAN;MOT11_HUMAN;KCNKH_HUMAN;P2RX4_HUMAN;OX2R_HUMAN;LRC8B_HUMAN;GPR32_HUMAN;FGFR3_HUMAN;MRP1_HUMAN;AQP2_HUMAN;LDLR_HUMAN;O11H7_HUMAN;P2RY4_HUMAN;OX1R_HUMAN;RGR_HUMAN;SCNNA_HUMAN;SO1B7_HUMAN;SEM4D_HUMAN;RNF43_HUMAN;VAMP2_HUMAN;SEM3B_HUMAN;S6A16_HUMAN;TEN4_HUMAN;T4S1_HUMAN;OLR1_HUMAN;PKR2_HUMAN;PTPRJ_HUMAN;TEN2_HUMAN;TEN3_HUMAN;LT4R2_HUMAN;RAMP3_HUMAN;ACM4_HUMAN;5HT5A_HUMAN;BKRB2_HUMAN;ADAM2_HUMAN;IL1R1_HUMAN;IL3RB_HUMAN;NAC1_HUMAN;MYCT_HUMAN;GBRD_HUMAN;GBRR3_HUMAN;GBRR1_HUMAN;GPR39_HUMAN;KCNH5_HUMAN;LAT3_HUMAN;B3GN3_HUMAN;EAA2_HUMAN;ACM1_HUMAN;CLD1_HUMAN;CLC1A_HUMAN;AGRG3_HUMAN"	"91/1032"
"PDGFRB"	"anticorrelated"	"GO"	"0071333"	"cellular response to glucose stimulus "	"55/17829"	0.678294573643411	0.308486174210556	0.0466115175078063	1	2.1987843551797	"GPER1_HUMAN;CASR_HUMAN;ERN1_HUMAN;TY3H_HUMAN;SRF_HUMAN;UN13B_HUMAN;CBPB2_HUMAN;FOXO3_HUMAN"	"8/1032"
"PDGFRB"	"anticorrelated"	"GO"	"0048754"	"branching morphogenesis of an epithelial tube "	"22/17829"	0.387596899224806	0.123394469684222	0.0474297193836972	1	3.14112050739958	"PAK1_HUMAN;CASR_HUMAN;MET_HUMAN;MMP14_HUMAN;BMP7_HUMAN"	"5/1032"
"PDGFRB"	"anticorrelated"	"GO"	"0005201"	"extracellular matrix structural constituent "	"97/17829"	1.06589147286822	0.544057434516798	0.0480961050455011	1	1.95915248141932	"LAMA1_HUMAN;COJA1_HUMAN;FRAS1_HUMAN;FBN2_HUMAN;COIA1_HUMAN;CH3L1_HUMAN;LAMA5_HUMAN;NID2_HUMAN;TSP1_HUMAN;CO2A1_HUMAN;CO3A1_HUMAN;CO4A6_HUMAN"	"12/1032"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05168"	"Herpes simplex virus 1 infection - Homo sapiens (human)"	"469/17829"	3.86130811662727	2.63054574008638	0.000328453673582589	0.111017341670915	1.46787339896263	"AKT3_HUMAN;ZN737_HUMAN;IRF9_HUMAN;SRSF8_HUMAN;ZN689_HUMAN;ZN555_HUMAN;DAXX_HUMAN;ZFP1_HUMAN;ZN600_HUMAN;ZN709_HUMAN;ZN114_HUMAN;ZN567_HUMAN;ZN383_HUMAN;ZN540_HUMAN;ZN431_HUMAN;ZN721_HUMAN;IF2A_HUMAN;ZN620_HUMAN;ZN337_HUMAN;ZN841_HUMAN;ZN763_HUMAN;TBK1_HUMAN;PILRA_HUMAN;HCFC1_HUMAN;Z354C_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;STING_HUMAN;IFN16_HUMAN;INGR1_HUMAN;ZN429_HUMAN;IKKB_HUMAN;IL12A_HUMAN;ZN749_HUMAN;ZN772_HUMAN;TNFB_HUMAN;Z705A_HUMAN;ZN727_HUMAN;NFKB1_HUMAN;OAS2_HUMAN;OAS3_HUMAN;IRAK4_HUMAN;PML_HUMAN;PO2F2_HUMAN;ZN853_HUMAN;ZN562_HUMAN;ZSC32_HUMAN;ZN331_HUMAN;ZN253_HUMAN;ZN248_HUMAN;ZN490_HUMAN;MAVS_HUMAN;ZN624_HUMAN;ZN471_HUMAN;ZN492_HUMAN;ZN317_HUMAN;CCL5_HUMAN;BID_HUMAN;SRSF2_HUMAN;SP100_HUMAN;SRPK1_HUMAN;M3K7_HUMAN;TLR2_HUMAN;TRAF5_HUMAN;TRAF6_HUMAN;TSC1_HUMAN;ZN736_HUMAN;ZN814_HUMAN;ZFP37_HUMAN;ZNF8_HUMAN;ZN708_HUMAN;ZN37A_HUMAN;ZNF43_HUMAN;ZNF90_HUMAN;ZN140_HUMAN;ZN141_HUMAN;ZN419_HUMAN;ZN552_HUMAN;ZN430_HUMAN;ZN611_HUMAN;ZNF93_HUMAN;CASP3_HUMAN;ZN333_HUMAN;ZN347_HUMAN;ZN607_HUMAN;ZN566_HUMAN;TRADD_HUMAN;TNR14_HUMAN;FADD_HUMAN;EI2BD_HUMAN;ZN551_HUMAN;ZN468_HUMAN;ZN160_HUMAN;ZN700_HUMAN;HG2A_HUMAN"	"98/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05132"	"Salmonella infection - Homo sapiens (human)"	"236/17829"	2.12765957446809	1.32368612933984	0.00146067758756106	0.493709024595637	1.60737468445727	"AKT3_HUMAN;ARPC4_HUMAN;ARPC3_HUMAN;ARP2_HUMAN;ARPC2_HUMAN;TBB4A_HUMAN;ML12B_HUMAN;TBA3E_HUMAN;AHNK2_HUMAN;TBA3C_HUMAN;TBA3D_HUMAN;NLRP3_HUMAN;DC1I1_HUMAN;DC1I2_HUMAN;DYN2_HUMAN;LY96_HUMAN;THIOM_HUMAN;MLRS_HUMAN;RASH_HUMAN;TBB2B_HUMAN;IKKB_HUMAN;IL8_HUMAN;IMA3_HUMAN;RHOH_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;VPS11_HUMAN;MK01_HUMAN;MP2K2_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;PTPRC_HUMAN;RAB5A_HUMAN;MP2K4_HUMAN;VPS16_HUMAN;GCP60_HUMAN;M3K7_HUMAN;TCF7_HUMAN;DYLT3_HUMAN;TLR2_HUMAN;TRAF6_HUMAN;TBA4A_HUMAN;TBA3C_HUMAN;TBA3D_HUMAN;RAB7A_HUMAN;AHNK_HUMAN;CASP1_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;KLC4_HUMAN;CYH3_HUMAN;CD14_HUMAN;MYL10_HUMAN;PKHM1_HUMAN"	"54/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa04936"	"Alcoholic liver disease - Homo sapiens (human)"	"128/17829"	1.33963750985028	0.71793145998093	0.00151179098721058	0.510985353677174	1.86596852836879	"AKT3_HUMAN;KKCC2_HUMAN;ADH1A_HUMAN;CPT1C_HUMAN;FABPL_HUMAN;AL9A1_HUMAN;LY96_HUMAN;TBK1_HUMAN;GROA_HUMAN;CXCL2_HUMAN;ACACA_HUMAN;IFN16_HUMAN;IKKB_HUMAN;IL8_HUMAN;IL12A_HUMAN;ACADV_HUMAN;LBP_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;AAKB2_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;CCND1_HUMAN;SCD_HUMAN;MP2K4_HUMAN;M3K7_HUMAN;TCF7_HUMAN;C1QA_HUMAN;TRAF6_HUMAN;CO4B_HUMAN;C5AR1_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;CD14_HUMAN"	"34/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05322"	"Systemic lupus erythematosus - Homo sapiens (human)"	"86/17829"	0.985027580772262	0.482360199674687	0.00199537505177476	0.674436767499867	2.04209962064984	"H2BFS_HUMAN;NMDE1_HUMAN;H2AX_HUMAN;H2B1B_HUMAN;H33_HUMAN;H33_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;H2B2F_HUMAN;RSMB_HUMAN;SMD3_HUMAN;RO52_HUMAN;C1QA_HUMAN;CO4B_HUMAN;H2A2A_HUMAN;H31T_HUMAN;H2A2A_HUMAN;H2B1L_HUMAN;H2B1O_HUMAN;H2A1H_HUMAN;H2B1J_HUMAN;CD40L_HUMAN"	"25/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05145"	"Toxoplasmosis - Homo sapiens (human)"	"106/17829"	1.06382978723404	0.594536990296708	0.00725990675945381	1	1.78934162986752	"AKT3_HUMAN;LY96_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;HSP76_HUMAN;INGR1_HUMAN;IKKB_HUMAN;I10R1_HUMAN;I10R2_HUMAN;IL12A_HUMAN;ITA6_HUMAN;LAMB2_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;MK01_HUMAN;MP2K6_HUMAN;M3K7_HUMAN;TLR2_HUMAN;TRAF6_HUMAN;CASP3_HUMAN;SOCS1_HUMAN;CD40L_HUMAN"	"27/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa04620"	"Toll-like receptor signaling pathway - Homo sapiens (human)"	"94/17829"	0.945626477541371	0.527230915923495	0.0104829761161547	1	1.79357175192395	"AKT3_HUMAN;LY96_HUMAN;TBK1_HUMAN;IFN16_HUMAN;IKKB_HUMAN;IL8_HUMAN;IL12A_HUMAN;CC4L_HUMAN;LBP_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;MK01_HUMAN;MP2K2_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;CCL5_HUMAN;MP2K4_HUMAN;OSTP_HUMAN;M3K7_HUMAN;TLR1_HUMAN;TLR2_HUMAN;TRAF6_HUMAN;FADD_HUMAN;CD14_HUMAN;CC4L_HUMAN"	"24/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa04010"	"MAPK signaling pathway - Homo sapiens (human)"	"288/17829"	2.28526398739165	1.61534578495709	0.0125890589041254	1	1.41472123719464	"AKT3_HUMAN;ATF2_HUMAN;CRKL_HUMAN;CSF1_HUMAN;DAXX_HUMAN;DUS6_HUMAN;DUS9_HUMAN;EFNA1_HUMAN;EPHA2_HUMAN;FGF5_HUMAN;FGF6_HUMAN;FGFR4_HUMAN;VGFR1_HUMAN;VGFR3_HUMAN;RASH_HUMAN;HSP76_HUMAN;IGF2_HUMAN;IKKB_HUMAN;VGFR2_HUMAN;ATF4_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;ECSIT_HUMAN;TAOK3_HUMAN;ANGP4_HUMAN;PGFRB_HUMAN;KAPCA_HUMAN;MK01_HUMAN;MP2K2_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;TAOK1_HUMAN;RAC3_HUMAN;CCG7_HUMAN;CCG6_HUMAN;KS6A2_HUMAN;MP2K4_HUMAN;SOS1_HUMAN;SOS2_HUMAN;M3K7_HUMAN;TIE2_HUMAN;TGFR2_HUMAN;TRAF6_HUMAN;CAC1C_HUMAN;M3K12_HUMAN;CA2D1_HUMAN;CACB1_HUMAN;CCG1_HUMAN;FGF23_HUMAN;CASP3_HUMAN;MAPK5_HUMAN;TRADD_HUMAN;FGF18_HUMAN;CAC1H_HUMAN;CAC1G_HUMAN;KS6A4_HUMAN;MAPK2_HUMAN;CD14_HUMAN;M4K4_HUMAN"	"58/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa04668"	"TNF signaling pathway - Homo sapiens (human)"	"111/17829"	1.02442868400315	0.622581187952213	0.0246792496459846	1	1.6454539646029	"AKT3_HUMAN;CREB3_HUMAN;ATF2_HUMAN;CSF1_HUMAN;GROA_HUMAN;CXCL2_HUMAN;IKKB_HUMAN;IRF1_HUMAN;TNFB_HUMAN;ATF4_HUMAN;NFKB1_HUMAN;MK01_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;CCL5_HUMAN;X3CL1_HUMAN;MP2K4_HUMAN;CR3L2_HUMAN;M3K7_HUMAN;TNR1B_HUMAN;TRAF5_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;IL18R_HUMAN;KS6A4_HUMAN;BAG4_HUMAN"	"26/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05131"	"Shigellosis - Homo sapiens (human)"	"230/17829"	1.81245074862096	1.29003309215323	0.0259978768554847	1	1.40496453900709	"AKT3_HUMAN;ARPC4_HUMAN;ARPC3_HUMAN;ARP2_HUMAN;ARPC2_HUMAN;WASF2_HUMAN;U2AF1_HUMAN;ML12B_HUMAN;SEPT9_HUMAN;MALT1_HUMAN;NLRP3_HUMAN;CRKL_HUMAN;TBK1_HUMAN;GSK3A_HUMAN;MLRS_HUMAN;H33_HUMAN;H33_HUMAN;STING_HUMAN;IKKB_HUMAN;IL8_HUMAN;ILK_HUMAN;MLP3C_HUMAN;SEPT2_HUMAN;NFKB1_HUMAN;WIPI1_HUMAN;RNF31_HUMAN;MK01_HUMAN;CCL5_HUMAN;MP3B2_HUMAN;M3K7_HUMAN;TLN1_HUMAN;TRAF5_HUMAN;TRAF6_HUMAN;U2AF1_HUMAN;UB2D3_HUMAN;VINC_HUMAN;CPNS1_HUMAN;H31T_HUMAN;ICAL_HUMAN;CASP1_HUMAN;TLN2_HUMAN;TRADD_HUMAN;CYH3_HUMAN;CD14_HUMAN;MYL10_HUMAN;BCAR1_HUMAN;SEPT7_HUMAN"	"46/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05163"	"Human cytomegalovirus infection - Homo sapiens (human)"	"217/17829"	1.73364854215918	1.21711817824892	0.0278755412751206	1	1.42438801189659	"AKT3_HUMAN;CREB3_HUMAN;AKP13_HUMAN;ADCY9_HUMAN;CCR3_HUMAN;ATF2_HUMAN;CRKL_HUMAN;CALL6_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN;GBG11_HUMAN;TBK1_HUMAN;RASH_HUMAN;STING_HUMAN;IFN16_HUMAN;IKKB_HUMAN;IL8_HUMAN;I10R1_HUMAN;I10R2_HUMAN;CC4L_HUMAN;ATF4_HUMAN;NFKB1_HUMAN;GBG13_HUMAN;KAPCA_HUMAN;MK01_HUMAN;MP2K2_HUMAN;MP2K6_HUMAN;RAC3_HUMAN;RB_HUMAN;GBB4_HUMAN;CCND1_HUMAN;CCL5_HUMAN;BID_HUMAN;X3CL1_HUMAN;CR3L2_HUMAN;SOS1_HUMAN;SOS2_HUMAN;TRAF5_HUMAN;TSC1_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;CC4L_HUMAN;BCAR1_HUMAN;ARHGB_HUMAN"	"44/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa04145"	"Phagosome - Homo sapiens (human)"	"138/17829"	1.18203309692671	0.77401985529194	0.0320928188986462	1	1.52713536848597	"TBB4A_HUMAN;TBA3E_HUMAN;TBA3C_HUMAN;TBA3D_HUMAN;VA0E2_HUMAN;DC1I1_HUMAN;DC1I2_HUMAN;FYV1_HUMAN;FCG2B_HUMAN;VPP2_HUMAN;CD209_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;TBB2B_HUMAN;LAMP1_HUMAN;LAMP2_HUMAN;VATG2_HUMAN;RAB5A_HUMAN;TSP3_HUMAN;TLR2_HUMAN;TBA4A_HUMAN;TBA3C_HUMAN;TBA3D_HUMAN;RAB7A_HUMAN;VA0E1_HUMAN;CD14_HUMAN;SC22B_HUMAN"	"30/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05135"	"Yersinia infection - Homo sapiens (human)"	"129/17829"	1.10323089046493	0.723540299512031	0.0366528144223151	1	1.52476771675188	"AKT3_HUMAN;ARPC4_HUMAN;ARPC3_HUMAN;ARP2_HUMAN;ARPC2_HUMAN;WASF2_HUMAN;NLRP3_HUMAN;CRKL_HUMAN;WIPF2_HUMAN;TBK1_HUMAN;IKKB_HUMAN;IL8_HUMAN;LCK_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;MK01_HUMAN;MP2K2_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;RAC3_HUMAN;KS6A2_HUMAN;MP2K4_HUMAN;WIPF3_HUMAN;M3K7_HUMAN;TRAF6_HUMAN;VAV_HUMAN;CASP1_HUMAN;BCAR1_HUMAN;GIT2_HUMAN"	"28/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa03040"	"Spliceosome - Homo sapiens (human)"	"129/17829"	1.10323089046493	0.723540299512031	0.0366528144223151	1	1.52476771675188	"U2AF1_HUMAN;SPF27_HUMAN;PPIH_HUMAN;SLU7_HUMAN;SRSF8_HUMAN;LSM6_HUMAN;DDX42_HUMAN;DHX15_HUMAN;ACINU_HUMAN;LSM5_HUMAN;FUS_HUMAN;LSM3_HUMAN;ROA1_HUMAN;HNRPU_HUMAN;HSP76_HUMAN;PLRG1_HUMAN;PR40A_HUMAN;LSM2_HUMAN;SRSF2_HUMAN;RSMB_HUMAN;SMD3_HUMAN;RUXE_HUMAN;RUXG_HUMAN;U2AF1_HUMAN;DX39B_HUMAN;THOC3_HUMAN;SPF45_HUMAN;U5S1_HUMAN;CDC5L_HUMAN"	"28/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05034"	"Alcoholism - Homo sapiens (human)"	"147/17829"	1.2214342001576	0.824499411071849	0.0379034382342182	1	1.48142519419115	"H2BFS_HUMAN;CREB3_HUMAN;KKCC2_HUMAN;ATF2_HUMAN;CALL6_HUMAN;SHC2_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN;GBG11_HUMAN;NMDE1_HUMAN;H2AX_HUMAN;H2B1B_HUMAN;H33_HUMAN;H33_HUMAN;RASH_HUMAN;H2B2F_HUMAN;ATF4_HUMAN;HDAC7_HUMAN;GBG13_HUMAN;KAPCA_HUMAN;MK01_HUMAN;GBB4_HUMAN;CR3L2_HUMAN;SOS1_HUMAN;SOS2_HUMAN;H2A2A_HUMAN;H31T_HUMAN;H2A2A_HUMAN;H2B1L_HUMAN;H2B1O_HUMAN;H2A1H_HUMAN;H2B1J_HUMAN"	"31/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05221"	"Acute myeloid leukemia - Homo sapiens (human)"	"64/17829"	0.630417651694247	0.358965729990465	0.0393057685651105	1	1.75620567375887	"AKT3_HUMAN;DUS6_HUMAN;RASH_HUMAN;IKKB_HUMAN;NFKB1_HUMAN;PIM1_HUMAN;PML_HUMAN;PPARD_HUMAN;MK01_HUMAN;MP2K2_HUMAN;CCND1_HUMAN;SOS1_HUMAN;SOS2_HUMAN;SPI1_HUMAN;STA5A_HUMAN;TCF7_HUMAN;CD14_HUMAN"	"16/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05169"	"Epstein-Barr virus infection - Homo sapiens (human)"	"188/17829"	1.49724192277384	1.05446183184699	0.0401624946975577	1	1.41991097027313	"AKT3_HUMAN;IRF9_HUMAN;TBK1_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;IFN16_HUMAN;IKKB_HUMAN;ENTP8_HUMAN;NFKB1_HUMAN;OAS2_HUMAN;OAS3_HUMAN;IRAK4_HUMAN;MP2K6_HUMAN;MP2K7_HUMAN;PRS8_HUMAN;PSMD3_HUMAN;PSMD7_HUMAN;PSMD8_HUMAN;MAVS_HUMAN;RB_HUMAN;CCND1_HUMAN;BID_HUMAN;MP2K4_HUMAN;M3K7_HUMAN;TLR2_HUMAN;TRAF5_HUMAN;TRAF6_HUMAN;CASP3_HUMAN;RUNX3_HUMAN;TRADD_HUMAN;FADD_HUMAN;CCND3_HUMAN;CCNE1_HUMAN;CD3G_HUMAN;ENTP3_HUMAN"	"38/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05164"	"Influenza A - Homo sapiens (human)"	"152/17829"	1.26083530338849	0.852543608727354	0.0405318088852831	1	1.4789100410601	"AKT3_HUMAN;IRF9_HUMAN;NLRP3_HUMAN;IF2A_HUMAN;TBK1_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;IFN16_HUMAN;INGR1_HUMAN;IKKB_HUMAN;IL8_HUMAN;IL12A_HUMAN;NFKB1_HUMAN;OAS2_HUMAN;OAS3_HUMAN;IRAK4_HUMAN;PML_HUMAN;MK01_HUMAN;MP2K2_HUMAN;TRY2_HUMAN;MAVS_HUMAN;CCL5_HUMAN;BID_HUMAN;CASP1_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;CCND3_HUMAN;RSAD2_HUMAN"	"32/2538"
"PDGFRB"	"correlated"	"KEGG"	"path:hsa05152"	"Tuberculosis - Homo sapiens (human)"	"170/17829"	1.37903861308117	0.953502720287173	0.0405983466881797	1	1.44628702544848	"AKT3_HUMAN;MALT1_HUMAN;CR1L_HUMAN;CALL6_HUMAN;FCG2B_HUMAN;VPP2_HUMAN;CD209_HUMAN;DOA_HUMAN;DPA1_HUMAN;DPB1_HUMAN;DQA1_HUMAN;DQB1_HUMAN;DRA_HUMAN;IFN16_HUMAN;INGR1_HUMAN;I10R1_HUMAN;I10R2_HUMAN;IL12A_HUMAN;LAMP1_HUMAN;LAMP2_HUMAN;LBP_HUMAN;NFKB1_HUMAN;IRAK4_HUMAN;MK01_HUMAN;RAB5A_HUMAN;BID_HUMAN;TLR1_HUMAN;TLR2_HUMAN;TRAF6_HUMAN;RAB7A_HUMAN;CASP3_HUMAN;TRADD_HUMAN;FADD_HUMAN;KSR1_HUMAN;CD14_HUMAN;HG2A_HUMAN"	"35/2538"
"PDGFRB"	"anticorrelated"	"KEGG"	"path:hsa05200"	"Pathways in cancer - Homo sapiens (human)"	"509/17829"	4.84496124031008	2.85489932133042	0.000369439513256034	0.120067841808211	1.69706903641431	"GA45G_HUMAN;EGLN3_HUMAN;TRXR3_HUMAN;CKS1_HUMAN;CO4A6_HUMAN;IL3RB_HUMAN;CTNA2_HUMAN;E2F3_HUMAN;EP300_HUMAN;ERBB2_HUMAN;ESR2_HUMAN;FGFR3_HUMAN;FUMH_HUMAN;FOS_HUMAN;FZD2_HUMAN;FGF22_HUMAN;GBG7_HUMAN;LAMA1_HUMAN;DLL1_HUMAN;GSTM2_HUMAN;HDAC2_HUMAN;BIRC2_HUMAN;IL12B_HUMAN;I13R1_HUMAN;JAK1_HUMAN;JUN_HUMAN;LAMA5_HUMAN;LRP5_HUMAN;MET_HUMAN;MMP9_HUMAN;NFKB2_HUMAN;LEF1_HUMAN;APR_HUMAN;EGLN1_HUMAN;PPARG_HUMAN;KAPCG_HUMAN;KPCB_HUMAN;BAD_HUMAN;PE2R1_HUMAN;PE2R3_HUMAN;B2CL1_HUMAN;KS6B2_HUMAN;BKRB2_HUMAN;BMP2_HUMAN;TPR_HUMAN;VEGFC_HUMAN;VHL_HUMAN;PAX8_HUMAN;KCC2B_HUMAN;AXIN1_HUMAN;CUL2_HUMAN"	"50/1032"
"PDGFRB"	"anticorrelated"	"KEGG"	"path:hsa05211"	"Renal cell carcinoma - Homo sapiens (human)"	"67/17829"	1.06589147286822	0.375792248583768	0.00279366450407737	0.907940963825146	2.83638493578618	"EGLN3_HUMAN;EP300_HUMAN;FUMH_HUMAN;JUN_HUMAN;MET_HUMAN;PAK1_HUMAN;PAK3_HUMAN;EGLN1_HUMAN;PRCC_HUMAN;BAD_HUMAN;VHL_HUMAN;CUL2_HUMAN"	"11/1032"
"PDGFRB"	"anticorrelated"	"KEGG"	"path:hsa04080"	"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"347/17829"	3.19767441860465	1.94626731729205	0.00554363182416524	1	1.64297801755915	"GLHA_HUMAN;ACM1_HUMAN;ACM4_HUMAN;NMS_HUMAN;GBRR3_HUMAN;FPR1_HUMAN;FPR2_HUMAN;FSHR_HUMAN;GBRA2_HUMAN;GBRA3_HUMAN;GBRD_HUMAN;GBRR1_HUMAN;GNRHR_HUMAN;MTLR_HUMAN;GRIA1_HUMAN;GRID2_HUMAN;GRM5_HUMAN;OX1R_HUMAN;OX2R_HUMAN;HRH1_HUMAN;5HT5A_HUMAN;P2RX4_HUMAN;P2RY4_HUMAN;COLI_HUMAN;LT4R2_HUMAN;PYY_HUMAN;PE2R1_HUMAN;PE2R3_HUMAN;BKRB2_HUMAN;SCTR_HUMAN;SMS_HUMAN;SSR5_HUMAN;TAAR8_HUMAN;GASR_HUMAN"	"33/1032"
"PDGFRB"	"anticorrelated"	"KEGG"	"path:hsa00910"	"Nitrogen metabolism - Homo sapiens (human)"	"16/17829"	0.387596899224806	0.0897414324976162	0.0197638414189729	1	4.31904069767442	"CAH5B_HUMAN;CPSM_HUMAN;CAH1_HUMAN;CAH4_HUMAN;CAH12_HUMAN"	"4/1032"
"PDGFRB"	"anticorrelated"	"KEGG"	"path:hsa04012"	"ErbB signaling pathway - Homo sapiens (human)"	"82/17829"	0.968992248062015	0.459924841550283	0.0311741245714103	1	2.10684912081679	"4EBP1_HUMAN;ERBB2_HUMAN;EREG_HUMAN;JUN_HUMAN;NCK1_HUMAN;PAK1_HUMAN;PAK3_HUMAN;KPCB_HUMAN;BAD_HUMAN;KS6B2_HUMAN;KCC2B_HUMAN"	"10/1032"
