"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"12348","Q9NPE6","SPAG4_HUMAN","Sperm-associated antigen 4 protein","Homo sapiens","9606","SPAG4","1","1"
"12349","Q9NPF0","CD320_HUMAN","CD320 antigen","Homo sapiens","9606","CD320","1","1"
"12350","Q9NPF2","CHSTB_HUMAN","Carbohydrate sulfotransferase 11","Homo sapiens","9606","CHST11","1","1"
"12351","Q9NPF4","OSGEP_HUMAN","tRNA N6-adenosine threonylcarbamoyltransferase","Homo sapiens","9606","OSGEP","1","1"
"12352","Q9NPF5","DMAP1_HUMAN","DNA methyltransferase 1-associated protein 1","Homo sapiens","9606","DMAP1","1","1"
"12353","Q9NPF7","IL23A_HUMAN","Interleukin-23 subunit alpha","Homo sapiens","9606","IL23A","1","1"
"12354","Q9NPF8","ADAP2_HUMAN","Arf-GAP with dual PH domain-containing protein 2","Homo sapiens","9606","ADAP2","1","1"
"12355","Q9NPG1","FZD3_HUMAN","Frizzled-3","Homo sapiens","9606","FZD3","1","1"
"12356","Q9NPG2","NGB_HUMAN","Neuroglobin","Homo sapiens","9606","NGB","1","1"
"12357","Q9NPG3","UBN1_HUMAN","Ubinuclein-1","Homo sapiens","9606","UBN1","1","2"
"12358","Q9NPG4","PCD12_HUMAN","Protocadherin-12","Homo sapiens","9606","PCDH12","1","1"
"12359","Q9NPG8","ZDHC4_HUMAN","Palmitoyltransferase ZDHHC4","Homo sapiens","9606","ZDHHC4","1","1"
"12360","Q9NPH0","PPA6_HUMAN","Lysophosphatidic acid phosphatase type 6","Homo sapiens","9606","ACP6","1","3"
"12361","Q9NPH2","INO1_HUMAN","Inositol-3-phosphate synthase 1","Homo sapiens","9606","ISYNA1","1","1"
"12362","Q9NPH3","IL1AP_HUMAN","Interleukin-1 receptor accessory protein","Homo sapiens","9606","IL1RAP","1","2"
"12363","Q9NPH5","NOX4_HUMAN","NADPH oxidase 4","Homo sapiens","9606","NOX4","1","2"
"12364","Q9NPH9","IL26_HUMAN","Interleukin-26","Homo sapiens","9606","IL26","1","1"
"12365","Q9NPI0","TM138_HUMAN","Transmembrane protein 138","Homo sapiens","9606","TMEM138","1","1"
"12366","Q9NPI1","BRD7_HUMAN","Bromodomain-containing protein 7","Homo sapiens","9606","BRD7","1","1"
"12367","Q9NPI5","NRK2_HUMAN","Nicotinamide riboside kinase 2","Homo sapiens","9606","NMRK2","1","1"
"12368","Q9NPI6","DCP1A_HUMAN","mRNA-decapping enzyme 1A","Homo sapiens","9606","DCP1A","1","3"
"12369","Q9NPI8","FANCF_HUMAN","Fanconi anemia group F protein","Homo sapiens","9606","FANCF","1","1"
"12370","Q9NPI9","KCJ16_HUMAN","Inward rectifier potassium channel 16","Homo sapiens","9606","KCNJ16","1","1"
"12371","Q9NPJ1","MKKS_HUMAN","Molecular chaperone MKKS","Homo sapiens","9606","MKKS","1","1"
"12372","Q9NPJ3","ACO13_HUMAN","Acyl-coenzyme A thioesterase 13","Homo sapiens","9606","ACOT13","1","1"
"12373","Q9NPJ4","PNRC2_HUMAN","Proline-rich nuclear receptor coactivator 2","Homo sapiens","9606","PNRC2","1","1"
"12374","Q9NPJ6","MED4_HUMAN","Mediator of RNA polymerase II transcription subunit 4","Homo sapiens","9606","MED4","1","1"
"12375","Q9NPJ8","NXT2_HUMAN","NTF2-related export protein 2","Homo sapiens","9606","NXT2","1","1"
"12376","Q9NPL8","TIDC1_HUMAN","Complex I assembly factor TIMMDC1, mitochondrial","Homo sapiens","9606","TIMMDC1","1","2"
"12377","Q9NPP4","NLRC4_HUMAN","NLR family CARD domain-containing protein 4","Homo sapiens","9606","NLRC4","1","2"
"12378","Q9NPQ8","RIC8A_HUMAN","Synembryn-A","Homo sapiens","9606","RIC8A","1","3"
"12379","Q9NPR2","SEM4B_HUMAN","Semaphorin-4B","Homo sapiens","9606","SEMA4B","1","4"
"12380","Q9NPR9","GP108_HUMAN","Protein GPR108","Homo sapiens","9606","GPR108","1","3"
"12381","Q9NPY3","C1QR1_HUMAN","Complement component C1q receptor","Homo sapiens","9606","CD93","1","3"
"12382","Q9NPZ5","B3GA2_HUMAN","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2","Homo sapiens","9606","B3GAT2","1","2"
"12383","Q9NQ11","AT132_HUMAN","Polyamine-transporting ATPase 13A2","Homo sapiens","9606","ATP13A2","1","2"
"12384","Q9NQ25","SLAF7_HUMAN","SLAM family member 7","Homo sapiens","9606","SLAMF7","1","1"
"12385","Q9NQ29","LUC7L_HUMAN","Putative RNA-binding protein Luc7-like 1","Homo sapiens","9606","LUC7L","1","1"
"12386","Q9NQ30","ESM1_HUMAN","Endothelial cell-specific molecule 1","Homo sapiens","9606","ESM1","1","2"
"12387","Q9NQ31","AKIP1_HUMAN","A-kinase-interacting protein 1","Homo sapiens","9606","AKIP1","1","2"
"12388","Q9NQ36","SCUB2_HUMAN","Signal peptide, CUB and EGF-like domain-containing protein 2","Homo sapiens","9606","SCUBE2","1","3"
"12389","Q9NQ38","ISK5_HUMAN","Serine protease inhibitor Kazal-type 5","Homo sapiens","9606","SPINK5","1","2"
"12390","Q9NQ40","S52A3_HUMAN","Solute carrier family 52, riboflavin transporter, member 3","Homo sapiens","9606","SLC52A3","1","4"
"12391","Q9NQ48","LZTL1_HUMAN","Leucine zipper transcription factor-like protein 1","Homo sapiens","9606","LZTFL1","1","1"
"12392","Q9NQ50","RM40_HUMAN","39S ribosomal protein L40, mitochondrial","Homo sapiens","9606","MRPL40","1","1"
"12393","Q9NQ55","SSF1_HUMAN","Suppressor of SWI4 1 homolog","Homo sapiens","9606","PPAN","2","1"
"12394","Q9NQ66","PLCB1_HUMAN","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1","Homo sapiens","9606","PLCB1","1","1"
"12395","Q9NQ69","LHX9_HUMAN","LIM/homeobox protein Lhx9","Homo sapiens","9606","LHX9","1","3"
"12396","Q9NQ75","CASS4_HUMAN","Cas scaffolding protein family member 4","Homo sapiens","9606","CASS4","1","2"
"12397","Q9NQ76","MEPE_HUMAN","Matrix extracellular phosphoglycoprotein","Homo sapiens","9606","MEPE","1","1"
"12398","Q9NQ79","CRAC1_HUMAN","Cartilage acidic protein 1","Homo sapiens","9606","CRTAC1","1","2"
"12399","Q9NQ84","GPC5C_HUMAN","G-protein coupled receptor family C group 5 member C","Homo sapiens","9606","GPRC5C","1","2"
"12400","Q9NQ86","TRI36_HUMAN","E3 ubiquitin-protein ligase TRIM36","Homo sapiens","9606","TRIM36","1","2"
"12401","Q9NQ87","HEYL_HUMAN","Hairy/enhancer-of-split related with YRPW motif-like protein","Homo sapiens","9606","HEYL","1","2"
"12402","Q9NQ88","TIGAR_HUMAN","Fructose-2,6-bisphosphatase TIGAR","Homo sapiens","9606","TIGAR","1","1"
"12403","Q9NQ90","ANO2_HUMAN","Anoctamin-2","Homo sapiens","9606","ANO2","1","2"
"12404","Q9NQ92","COPRS_HUMAN","Coordinator of PRMT5 and differentiation stimulator","Homo sapiens","9606","COPRS","1","3"
"12405","Q9NQ94","A1CF_HUMAN","APOBEC1 complementation factor","Homo sapiens","9606","A1CF","1","1"
"12406","Q9NQA5","TRPV5_HUMAN","Transient receptor potential cation channel subfamily V member 5","Homo sapiens","9606","TRPV5","1","2"
"12407","Q9NQB0","TF7L2_HUMAN","Transcription factor 7-like 2","Homo sapiens","9606","TCF7L2","1","2"
"12408","Q9NQC1","JADE2_HUMAN","E3 ubiquitin-protein ligase Jade-2","Homo sapiens","9606","JADE2","1","2"
"12409","Q9NQC3","RTN4_HUMAN","Reticulon-4","Homo sapiens","9606","RTN4","1","2"
"12410","Q9NQC7","CYLD_HUMAN","Ubiquitin carboxyl-terminal hydrolase CYLD","Homo sapiens","9606","CYLD","1","1"
"12411","Q9NQC8","IFT46_HUMAN","Intraflagellar transport protein 46 homolog","Homo sapiens","9606","IFT46","1","1"
"12412","Q9NQE9","HINT3_HUMAN","Adenosine 5'-monophosphoramidase HINT3","Homo sapiens","9606","HINT3","1","1"
"12413","Q9NQG1","MANBL_HUMAN","Protein MANBAL","Homo sapiens","9606","MANBAL","1","1"
"12414","Q9NQG5","RPR1B_HUMAN","Regulation of nuclear pre-mRNA domain-containing protein 1B","Homo sapiens","9606","RPRD1B","1","1"
"12415","Q9NQG6","MID51_HUMAN","Mitochondrial dynamics protein MIEF1","Homo sapiens","9606","MIEF1","1","1"
"12416","Q9NQG7","HPS4_HUMAN","BLOC-3 complex member HPS4","Homo sapiens","9606","HPS4","1","2"
"12417","Q9NQH7","XPP3_HUMAN","Xaa-Pro aminopeptidase 3","Homo sapiens","9606","XPNPEP3","1","1"
"12418","Q9NQI0","DDX4_HUMAN","Probable ATP-dependent RNA helicase DDX4","Homo sapiens","9606","DDX4","1","2"
"12419","Q9NQL2","RRAGD_HUMAN","Ras-related GTP-binding protein D","Homo sapiens","9606","RRAGD","1","1"
"12420","Q9NQL9","DMRT3_HUMAN","Doublesex- and mab-3-related transcription factor 3","Homo sapiens","9606","DMRT3","1","1"
"12421","Q9NQM4","DAAF6_HUMAN","Dynein axonemal assembly factor 6","Homo sapiens","9606","DNAAF6","1","1"
"12422","Q9NQP4","PFD4_HUMAN","Prefoldin subunit 4","Homo sapiens","9606","PFDN4","1","1"
"12423","Q9NQQ7","S35C2_HUMAN","Solute carrier family 35 member C2","Homo sapiens","9606","SLC35C2","1","2"
"12424","Q9NQR1","KMT5A_HUMAN","N-lysine methyltransferase KMT5A","Homo sapiens","9606","KMT5A","1","3"
"12425","Q9NQR4","NIT2_HUMAN","Omega-amidase NIT2","Homo sapiens","9606","NIT2","1","1"
"12426","Q9NQR9","G6PC2_HUMAN","Glucose-6-phosphatase 2","Homo sapiens","9606","G6PC2","1","1"
"12427","Q9NQS3","NECT3_HUMAN","Nectin-3","Homo sapiens","9606","NECTIN3","1","1"
"12428","Q9NQS5","GPR84_HUMAN","G-protein coupled receptor 84","Homo sapiens","9606","GPR84","2","1"
"12429","Q9NQS7","INCE_HUMAN","Inner centromere protein","Homo sapiens","9606","INCENP","1","3"
"12430","Q9NQT4","EXOS5_HUMAN","Exosome complex component RRP46","Homo sapiens","9606","EXOSC5","1","1"
"12431","Q9NQT5","EXOS3_HUMAN","Exosome complex component RRP40","Homo sapiens","9606","EXOSC3","1","3"
"12432","Q9NQT8","KI13B_HUMAN","Kinesin-like protein KIF13B","Homo sapiens","9606","KIF13B","1","2"
"12433","Q9NQU5","PAK6_HUMAN","Serine/threonine-protein kinase PAK 6","Homo sapiens","9606","PAK6","1","1"
"12434","Q9NQV5","PRD11_HUMAN","PR domain-containing protein 11","Homo sapiens","9606","PRDM11","1","2"
"12435","Q9NQV6","PRD10_HUMAN","PR domain zinc finger protein 10","Homo sapiens","9606","PRDM10","1","3"
"12436","Q9NQV7","PRDM9_HUMAN","Histone-lysine N-methyltransferase PRDM9","Homo sapiens","9606","PRDM9","1","2"
"12437","Q9NQV8","PRDM8_HUMAN","PR domain zinc finger protein 8","Homo sapiens","9606","PRDM8","1","3"
"12438","Q9NQW1","SC31B_HUMAN","Protein transport protein Sec31B","Homo sapiens","9606","SEC31B","1","1"
"12439","Q9NQW5","PRDM7_HUMAN","Histone-lysine N-methyltransferase PRDM7","Homo sapiens","9606","PRDM7","1","2"
"12440","Q9NQW6","ANLN_HUMAN","Anillin","Homo sapiens","9606","ANLN","1","2"
"12441","Q9NQW7","XPP1_HUMAN","Xaa-Pro aminopeptidase 1","Homo sapiens","9606","XPNPEP1","1","3"
"12442","Q9NQW8","CNGB3_HUMAN","Cyclic nucleotide-gated cation channel beta-3","Homo sapiens","9606","CNGB3","1","2"
"12443","Q9NQX0","PRDM6_HUMAN","Putative histone-lysine N-methyltransferase PRDM6","Homo sapiens","9606","PRDM6","1","2"
"12444","Q9NQX1","PRDM5_HUMAN","PR domain zinc finger protein 5","Homo sapiens","9606","PRDM5","1","2"
"12445","Q9NQX3","GEPH_HUMAN","Gephyrin","Homo sapiens","9606","GPHN","1","1"
"12446","Q9NQX4","MYO5C_HUMAN","Unconventional myosin-Vc","Homo sapiens","9606","MYO5C","1","2"
"12447","Q9NQX5","NPDC1_HUMAN","Neural proliferation differentiation and control protein 1","Homo sapiens","9606","NPDC1","1","2"
"12448","Q9NQX7","ITM2C_HUMAN","Integral membrane protein 2C","Homo sapiens","9606","ITM2C","1","1"
"12449","Q9NQY0","BIN3_HUMAN","Bridging integrator 3","Homo sapiens","9606","BIN3","1","1"
"12450","Q9NQZ2","SAS10_HUMAN","Something about silencing protein 10","Homo sapiens","9606","UTP3","1","1"
"12451","Q9NQZ3","DAZ1_HUMAN","Deleted in azoospermia protein 1","Homo sapiens","9606","DAZ1","1","2"
"12452","Q9NQZ6","ZC4H2_HUMAN","Zinc finger C4H2 domain-containing protein","Homo sapiens","9606","ZC4H2","1","1"
"12453","Q9NQZ7","ENTP7_HUMAN","Ectonucleoside triphosphate diphosphohydrolase 7","Homo sapiens","9606","ENTPD7","2","1"
"12454","Q9NQZ8","ZNF71_HUMAN","Endothelial zinc finger protein induced by tumor necrosis factor alpha","Homo sapiens","9606","ZNF71","1","1"
"12455","Q9NR00","TCIM_HUMAN","Transcriptional and immune response regulator","Homo sapiens","9606","TCIM","1","2"
"12456","Q9NR09","BIRC6_HUMAN","Baculoviral IAP repeat-containing protein 6","Homo sapiens","9606","BIRC6","1","3"
"12457","Q9NR11","ZN302_HUMAN","Zinc finger protein 302","Homo sapiens","9606","ZNF302","1","1"
"12458","Q9NR12","PDLI7_HUMAN","PDZ and LIM domain protein 7","Homo sapiens","9606","PDLIM7","1","1"
"12459","Q9NR16","C163B_HUMAN","Scavenger receptor cysteine-rich type 1 protein M160","Homo sapiens","9606","CD163L1","1","2"
"12460","Q9NR19","ACSA_HUMAN","Acetyl-coenzyme A synthetase, cytoplasmic","Homo sapiens","9606","ACSS2","1","1"
"12461","Q9NR20","DYRK4_HUMAN","Dual specificity tyrosine-phosphorylation-regulated kinase 4","Homo sapiens","9606","DYRK4","1","2"
"12462","Q9NR21","PAR11_HUMAN","Protein mono-ADP-ribosyltransferase PARP11","Homo sapiens","9606","PARP11","1","2"
"12463","Q9NR22","ANM8_HUMAN","Protein arginine N-methyltransferase 8","Homo sapiens","9606","PRMT8","1","2"
"12464","Q9NR23","GDF3_HUMAN","Growth/differentiation factor 3","Homo sapiens","9606","GDF3","1","3"
"12465","Q9NR28","DBLOH_HUMAN","Diablo IAP-binding mitochondrial protein","Homo sapiens","9606","DIABLO","1","1"
"12466","Q9NR30","DDX21_HUMAN","Nucleolar RNA helicase 2","Homo sapiens","9606","DDX21","1","5"
"12467","Q9NR31","SAR1A_HUMAN","GTP-binding protein SAR1a","Homo sapiens","9606","SAR1A","1","1"
"12468","Q9NR33","DPOE4_HUMAN","DNA polymerase epsilon subunit 4","Homo sapiens","9606","POLE4","1","2"
"12469","Q9NR34","MA1C1_HUMAN","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC","Homo sapiens","9606","MAN1C1","1","1"
"12470","Q9NR45","SIAS_HUMAN","Sialic acid synthase","Homo sapiens","9606","NANS","1","2"
"12471","Q9NR46","SHLB2_HUMAN","Endophilin-B2","Homo sapiens","9606","SH3GLB2","1","1"
"12472","Q9NR48","ASH1L_HUMAN","Histone-lysine N-methyltransferase ASH1L","Homo sapiens","9606","ASH1L","1","2"
"12473","Q9NR50","EI2BG_HUMAN","Translation initiation factor eIF-2B subunit gamma","Homo sapiens","9606","EIF2B3","1","1"
"12474","Q9NR55","BATF3_HUMAN","Basic leucine zipper transcriptional factor ATF-like 3","Homo sapiens","9606","BATF3","1","1"
"12475","Q9NR56","MBNL1_HUMAN","Muscleblind-like protein 1","Homo sapiens","9606","MBNL1","1","2"
"12476","Q9NR61","DLL4_HUMAN","Delta-like protein 4","Homo sapiens","9606","DLL4","1","1"
"12477","Q9NR63","CP26B_HUMAN","Cytochrome P450 26B1","Homo sapiens","9606","CYP26B1","1","1"
"12478","Q9NR71","ASAH2_HUMAN","Neutral ceramidase","Homo sapiens","9606","ASAH2","1","2"
"12479","Q9NR80","ARHG4_HUMAN","Rho guanine nucleotide exchange factor 4","Homo sapiens","9606","ARHGEF4","1","3"
"12480","Q9NR81","ARHG3_HUMAN","Rho guanine nucleotide exchange factor 3","Homo sapiens","9606","ARHGEF3","1","1"
"12481","Q9NR82","KCNQ5_HUMAN","Potassium voltage-gated channel subfamily KQT member 5","Homo sapiens","9606","KCNQ5","1","3"
"12482","Q9NR83","S2A4R_HUMAN","SLC2A4 regulator","Homo sapiens","9606","SLC2A4RG","1","4"
"12483","Q9NR90","DAZ3_HUMAN","Deleted in azoospermia protein 3","Homo sapiens","9606","DAZ3","1","1"
"12484","Q9NR96","TLR9_HUMAN","Toll-like receptor 9","Homo sapiens","9606","TLR9","1","2"
"12485","Q9NR97","TLR8_HUMAN","Toll-like receptor 8","Homo sapiens","9606","TLR8","1","1"
"12486","Q9NR99","MXRA5_HUMAN","Matrix-remodeling-associated protein 5","Homo sapiens","9606","MXRA5","1","3"
"12487","Q9NRA0","SPHK2_HUMAN","Sphingosine kinase 2","Homo sapiens","9606","SPHK2","1","2"
"12488","Q9NRA1","PDGFC_HUMAN","Platelet-derived growth factor C","Homo sapiens","9606","PDGFC","1","2"
"12489","Q9NRA2","S17A5_HUMAN","Sialin","Homo sapiens","9606","SLC17A5","1","2"
"12490","Q9NRA8","4ET_HUMAN","Eukaryotic translation initiation factor 4E transporter","Homo sapiens","9606","EIF4ENIF1","1","2"
"12491","Q9NRB3","CHSTC_HUMAN","Carbohydrate sulfotransferase 12","Homo sapiens","9606","CHST12","2","2"
"12492","Q9NRC1","ST7_HUMAN","Suppressor of tumorigenicity 7 protein","Homo sapiens","9606","ST7","1","1"
"12493","Q9NRC6","SPTN5_HUMAN","Spectrin beta chain, non-erythrocytic 5","Homo sapiens","9606","SPTBN5","1","2"
"12494","Q9NRC8","SIR7_HUMAN","NAD-dependent protein deacetylase sirtuin-7","Homo sapiens","9606","SIRT7","1","1"
"12495","Q9NRD1","FBX6_HUMAN","F-box only protein 6","Homo sapiens","9606","FBXO6","1","1"
"12496","Q9NRD5","PICK1_HUMAN","PRKCA-binding protein","Homo sapiens","9606","PICK1","1","2"
"12497","Q9NRD8","DUOX2_HUMAN","Dual oxidase 2","Homo sapiens","9606","DUOX2","1","2"
"12498","Q9NRD9","DUOX1_HUMAN","Dual oxidase 1","Homo sapiens","9606","DUOX1","1","1"
"12499","Q9NRE1","MMP26_HUMAN","Matrix metalloproteinase-26","Homo sapiens","9606","MMP26","2","2"
"12500","Q9NRE2","TSH2_HUMAN","Teashirt homolog 2","Homo sapiens","9606","TSHZ2","1","3"
"12501","Q9NRF2","SH2B1_HUMAN","SH2B adapter protein 1","Homo sapiens","9606","SH2B1","1","3"
"12502","Q9NRF8","PYRG2_HUMAN","CTP synthase 2","Homo sapiens","9606","CTPS2","1","1"
"12503","Q9NRF9","DPOE3_HUMAN","DNA polymerase epsilon subunit 3","Homo sapiens","9606","POLE3","1","1"
"12504","Q9NRG0","CHRC1_HUMAN","Chromatin accessibility complex protein 1","Homo sapiens","9606","CHRAC1","1","1"
"12505","Q9NRG1","PRDC1_HUMAN","Phosphoribosyltransferase domain-containing protein 1","Homo sapiens","9606","PRTFDC1","1","1"
"12506","Q9NRG4","SMYD2_HUMAN","N-lysine methyltransferase SMYD2","Homo sapiens","9606","SMYD2","1","2"
"12507","Q9NRG9","AAAS_HUMAN","Aladin","Homo sapiens","9606","AAAS","1","1"
"12508","Q9NRH2","SNRK_HUMAN","SNF-related serine/threonine-protein kinase","Homo sapiens","9606","SNRK","1","2"
"12509","Q9NRH3","TBG2_HUMAN","Tubulin gamma-2 chain","Homo sapiens","9606","TUBG2","2","1"
"12510","Q9NRI5","DISC1_HUMAN","Disrupted in schizophrenia 1 protein","Homo sapiens","9606","DISC1","1","3"
"12511","Q9NRJ3","CCL28_HUMAN","C-C motif chemokine 28","Homo sapiens","9606","CCL28","1","1"
"12512","Q9NRJ4","TULP4_HUMAN","Tubby-related protein 4","Homo sapiens","9606","TULP4","1","2"
"12513","Q9NRJ7","PCDBG_HUMAN","Protocadherin beta-16","Homo sapiens","9606","PCDHB16","1","4"
"12514","Q9NRK6","ABCBA_HUMAN","ATP-binding cassette sub-family B member 10, mitochondrial","Homo sapiens","9606","ABCB10","1","2"
"12515","Q9NRL2","BAZ1A_HUMAN","Bromodomain adjacent to zinc finger domain protein 1A","Homo sapiens","9606","BAZ1A","1","2"
"12516","Q9NRL3","STRN4_HUMAN","Striatin-4","Homo sapiens","9606","STRN4","1","2"
"12517","Q9NRM0","GTR9_HUMAN","Solute carrier family 2, facilitated glucose transporter member 9","Homo sapiens","9606","SLC2A9","1","2"
"12518","Q9NRM1","ENAM_HUMAN","Enamelin","Homo sapiens","9606","ENAM","1","3"
"12519","Q9NRM6","I17RB_HUMAN","Interleukin-17 receptor B","Homo sapiens","9606","IL17RB","1","2"
"12520","Q9NRM7","LATS2_HUMAN","Serine/threonine-protein kinase LATS2","Homo sapiens","9606","LATS2","1","2"
"12521","Q9NRN7","ADPPT_HUMAN","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","Homo sapiens","9606","AASDHPPT","1","2"
"12522","Q9NRN9","METL5_HUMAN","rRNA N6-adenosine-methyltransferase METTL5","Homo sapiens","9606","METTL5","1","1"
"12523","Q9NRP0","OSTC_HUMAN","Oligosaccharyltransferase complex subunit OSTC","Homo sapiens","9606","OSTC","1","1"
"12524","Q9NRP7","STK36_HUMAN","Serine/threonine-protein kinase 36","Homo sapiens","9606","STK36","1","2"
"12525","Q9NRQ2","PLS4_HUMAN","Phospholipid scramblase 4","Homo sapiens","9606","PLSCR4","1","2"
"12526","Q9NRQ5","SMCO4_HUMAN","Single-pass membrane and coiled-coil domain-containing protein 4","Homo sapiens","9606","SMCO4","1","1"
"12527","Q9NRR2","TRYG1_HUMAN","Tryptase gamma","Homo sapiens","9606","TPSG1","1","4"
"12528","Q9NRR3","C42S2_HUMAN","CDC42 small effector protein 2","Homo sapiens","9606","CDC42SE2","1","1"
"12529","Q9NRR4","RNC_HUMAN","Ribonuclease 3","Homo sapiens","9606","DROSHA","1","2"
"12530","Q9NRR5","UBQL4_HUMAN","Ubiquilin-4","Homo sapiens","9606","UBQLN4","1","2"
"12531","Q9NRR6","INP5E_HUMAN","Phosphatidylinositol polyphosphate 5-phosphatase type IV","Homo sapiens","9606","INPP5E","1","2"
"12532","Q9NRR8","C42S1_HUMAN","CDC42 small effector protein 1","Homo sapiens","9606","CDC42SE1","1","1"
"12533","Q9NRS4","TMPS4_HUMAN","Transmembrane protease serine 4","Homo sapiens","9606","TMPRSS4","1","2"
"12534","Q9NRS6","SNX15_HUMAN","Sorting nexin-15","Homo sapiens","9606","SNX15","1","1"
"12535","Q9NRW1","RAB6B_HUMAN","Ras-related protein Rab-6B","Homo sapiens","9606","RAB6B","1","1"
"12536","Q9NRW3","ABC3C_HUMAN","DNA dC->dU-editing enzyme APOBEC-3C","Homo sapiens","9606","APOBEC3C","1","2"
"12537","Q9NRW4","DUS22_HUMAN","Dual specificity protein phosphatase 22","Homo sapiens","9606","DUSP22","1","1"
"12538","Q9NRW7","VPS45_HUMAN","Vacuolar protein sorting-associated protein 45","Homo sapiens","9606","VPS45","1","1"
"12539","Q9NRX1","PNO1_HUMAN","RNA-binding protein PNO1","Homo sapiens","9606","PNO1","1","1"
"12540","Q9NRX4","PHP14_HUMAN","14 kDa phosphohistidine phosphatase","Homo sapiens","9606","PHPT1","1","1"
"12541","Q9NRX5","SERC1_HUMAN","Serine incorporator 1","Homo sapiens","9606","SERINC1","1","1"
"12542","Q9NRX6","KISHB_HUMAN","Protein kish-B","Homo sapiens","9606","TMEM167B","1","1"
"12543","Q9NRY2","SOSSC_HUMAN","SOSS complex subunit C","Homo sapiens","9606","INIP","1","1"
"12544","Q9NRY4","RHG35_HUMAN","Rho GTPase-activating protein 35","Homo sapiens","9606","ARHGAP35","1","3"
"12545","Q9NRY6","PLS3_HUMAN","Phospholipid scramblase 3","Homo sapiens","9606","PLSCR3","1","2"
"12546","Q9NRY7","PLS2_HUMAN","Phospholipid scramblase 2","Homo sapiens","9606","PLSCR2","1","2"
"12547","Q9NRZ5","PLCD_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase delta","Homo sapiens","9606","AGPAT4","1","1"
"12548","Q9NRZ7","PLCC_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma","Homo sapiens","9606","AGPAT3","1","1"
"12549","Q9NRZ9","HELLS_HUMAN","Lymphoid-specific helicase","Homo sapiens","9606","HELLS","1","1"
"12550","Q9NS00","C1GLT_HUMAN","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","Homo sapiens","9606","C1GALT1","1","1"
"12551","Q9NS15","LTBP3_HUMAN","Latent-transforming growth factor beta-binding protein 3","Homo sapiens","9606","LTBP3","1","4"
"12552","Q9NS18","GLRX2_HUMAN","Glutaredoxin-2, mitochondrial","Homo sapiens","9606","GLRX2","1","1"
"12553","Q9NS23","RASF1_HUMAN","Ras association domain-containing protein 1","Homo sapiens","9606","RASSF1","1","1"
"12554","Q9NS37","ZHANG_HUMAN","CREB/ATF bZIP transcription factor","Homo sapiens","9606","CREBZF","1","2"
"12555","Q9NS39","RED2_HUMAN","Double-stranded RNA-specific editase B2","Homo sapiens","9606","ADARB2","1","1"
"12556","Q9NS40","KCNH7_HUMAN","Potassium voltage-gated channel subfamily H member 7","Homo sapiens","9606","KCNH7","1","2"
"12557","Q9NS56","TOPRS_HUMAN","E3 ubiquitin-protein ligase Topors","Homo sapiens","9606","TOPORS","1","1"
"12558","Q9NS61","KCIP2_HUMAN","Kv channel-interacting protein 2","Homo sapiens","9606","KCNIP2","1","3"
"12559","Q9NS62","THSD1_HUMAN","Thrombospondin type-1 domain-containing protein 1","Homo sapiens","9606","THSD1","1","1"
"12560","Q9NS64","RPRM_HUMAN","Protein reprimo","Homo sapiens","9606","RPRM","1","1"
"12561","Q9NS68","TNR19_HUMAN","Tumor necrosis factor receptor superfamily member 19","Homo sapiens","9606","TNFRSF19","1","1"
"12562","Q9NS69","TOM22_HUMAN","Mitochondrial import receptor subunit TOM22 homolog","Homo sapiens","9606","TOMM22","1","3"
"12563","Q9NS71","GKN1_HUMAN","Gastrokine-1","Homo sapiens","9606","GKN1","1","4"
"12564","Q9NS73","MBIP1_HUMAN","MAP3K12-binding inhibitory protein 1","Homo sapiens","9606","MBIP","1","2"
"12565","Q9NS75","CLTR2_HUMAN","Cysteinyl leukotriene receptor 2","Homo sapiens","9606","CYSLTR2","1","1"
"12566","Q9NS82","AAA1_HUMAN","Asc-type amino acid transporter 1","Homo sapiens","9606","SLC7A10","1","1"
"12567","Q9NS84","CHST7_HUMAN","Carbohydrate sulfotransferase 7","Homo sapiens","9606","CHST7","1","2"
"12568","Q9NS86","LANC2_HUMAN","LanC-like protein 2","Homo sapiens","9606","LANCL2","1","1"
"12569","Q9NS87","KIF15_HUMAN","Kinesin-like protein KIF15","Homo sapiens","9606","KIF15","1","1"
"12570","Q9NS91","RAD18_HUMAN","E3 ubiquitin-protein ligase RAD18","Homo sapiens","9606","RAD18","1","2"
"12571","Q9NSA0","S22AB_HUMAN","Solute carrier family 22 member 11","Homo sapiens","9606","SLC22A11","1","1"
"12572","Q9NSA1","FGF21_HUMAN","Fibroblast growth factor 21","Homo sapiens","9606","FGF21","1","1"
"12573","Q9NSA2","KCND1_HUMAN","Potassium voltage-gated channel subfamily D member 1","Homo sapiens","9606","KCND1","1","2"
